ID,Segment,Business,Date,Status,MRR,Macro Product,Plan,Classificacao Ic
1101,9,3,2023-03-07 00:00:00,1,8170,Cat_2,Cat_1,2
1102,8,2,2022-02-22 00:00:00,1,3390,Cat_3,Cat_6,3
1103,4,4,2023-05-20 00:00:00,1,2748,Cat_5,Cat_9,2
1104,1,6,2024-07-06 00:00:00,1,8189,Cat_7,Cat_9,3
1105,1,6,2023-10-19 00:00:00,1,1738,Cat_9,Cat_10,2
1106,4,2,2021-07-28 00:00:00,1,3155,Cat_5,Cat_5,1
1107,9,9,2023-10-25 00:00:00,1,7168,Cat_10,Cat_1,2
1108,1,9,2023-10-10 00:00:00,0,8103,Cat_5,Cat_10,1
1109,10,4,2025-03-14 00:00:00,1,5758,Cat_4,Cat_6,2
1110,7,2,2022-03-19 00:00:00,1,5093,Cat_8,Cat_2,1
1111,9,6,2025-12-21 00:00:00,0,6091,Cat_9,Cat_5,3
1112,6,10,2025-03-19 00:00:00,1,8825,Cat_8,Cat_8,3
1113,1,7,2025-01-17 00:00:00,1,4712,Cat_6,Cat_8,3
1114,2,4,2023-02-06 00:00:00,0,5906,Cat_5,Cat_8,2
1115,4,10,2025-07-09 00:00:00,0,1967,Cat_8,Cat_2,2
1116,5,8,2024-04-27 00:00:00,1,8480,Cat_1,Cat_6,1
1117,5,6,2024-04-10 00:00:00,0,4120,Cat_2,Cat_9,2
1118,3,4,2024-06-11 00:00:00,0,3163,Cat_7,Cat_2,1
1119,9,2,2023-09-17 00:00:00,1,3852,Cat_9,Cat_7,2
1120,5,9,2022-09-05 00:00:00,1,1938,Cat_2,Cat_2,3
1121,6,6,2021-02-17 00:00:00,0,8561,Cat_7,Cat_9,1
1122,6,3,2023-04-18 00:00:00,1,8909,Cat_8,Cat_4,1
1123,10,10,2022-11-23 00:00:00,1,8935,Cat_10,Cat_1,1
1124,3,6,2024-02-26 00:00:00,1,3386,Cat_1,Cat_7,3
1125,3,1,2023-02-26 00:00:00,1,6256,Cat_1,Cat_9,3
1126,10,7,2025-02-05 00:00:00,1,9771,Cat_9,Cat_10,3
1127,3,6,2022-09-27 00:00:00,1,2450,Cat_4,Cat_9,2
1128,4,7,2023-11-14 00:00:00,1,2872,Cat_9,Cat_8,2
1129,9,7,2021-12-20 00:00:00,1,9526,Cat_10,Cat_2,3
1130,9,3,2022-11-06 00:00:00,1,4628,Cat_5,Cat_4,1
1131,3,10,2025-09-09 00:00:00,1,483,Cat_10,Cat_1,3
1132,5,4,2024-08-05 00:00:00,0,3456,Cat_9,Cat_9,2
1133,2,2,2025-10-26 00:00:00,0,5206,Cat_7,Cat_2,1
1134,8,2,2023-01-23 00:00:00,1,6411,Cat_6,Cat_3,2
1135,5,1,2022-01-28 00:00:00,1,5067,Cat_9,Cat_3,1
1136,4,1,2024-11-03 00:00:00,1,6717,Cat_7,Cat_10,3
1137,1,5,2025-09-14 00:00:00,1,6187,Cat_5,Cat_3,1
1138,6,2,2024-05-27 00:00:00,1,8692,Cat_6,Cat_8,3
1139,10,6,2021-12-21 00:00:00,1,8468,Cat_9,Cat_4,1
1140,2,8,2025-02-03 00:00:00,1,8415,Cat_7,Cat_2,3
1141,8,4,2023-08-30 00:00:00,1,1007,Cat_3,Cat_6,3
1142,3,7,2023-09-07 00:00:00,1,1397,Cat_10,Cat_2,2
1143,3,5,2021-09-12 00:00:00,1,207,Cat_10,Cat_10,1
1144,6,3,2024-06-08 00:00:00,0,1647,Cat_1,Cat_9,3
1145,8,10,2023-11-19 00:00:00,1,2065,Cat_5,Cat_5,2
1146,7,7,2023-07-11 00:00:00,0,6496,Cat_1,Cat_2,1
1147,4,9,2021-03-16 00:00:00,0,7622,Cat_1,Cat_6,1
1148,10,9,2025-11-24 00:00:00,1,7195,Cat_9,Cat_2,2
1149,6,2,2022-01-04 00:00:00,1,373,Cat_1,Cat_4,2
1150,5,5,2022-07-04 00:00:00,1,3100,Cat_8,Cat_1,1
1151,10,1,2023-11-22 00:00:00,1,8211,Cat_6,Cat_7,3
1152,4,4,2025-09-13 00:00:00,1,1331,Cat_7,Cat_3,2
1153,8,7,2023-06-21 00:00:00,1,1646,Cat_10,Cat_7,3
1154,9,8,2024-11-07 00:00:00,0,6413,Cat_9,Cat_6,3
1155,8,5,2021-06-07 00:00:00,1,815,Cat_3,Cat_10,1
1156,9,8,2021-10-16 00:00:00,0,6440,Cat_6,Cat_10,1
1157,9,6,2021-06-07 00:00:00,0,6847,Cat_8,Cat_3,2
1158,9,9,2022-07-03 00:00:00,1,6482,Cat_1,Cat_2,1
1159,3,8,2024-05-15 00:00:00,0,4893,Cat_8,Cat_5,3
1160,3,7,2024-07-19 00:00:00,0,4330,Cat_3,Cat_6,3
1161,3,3,2025-02-26 00:00:00,0,2545,Cat_10,Cat_4,2
1162,5,8,2025-05-15 00:00:00,1,1932,Cat_8,Cat_9,3
1163,5,5,2022-05-09 00:00:00,1,4655,Cat_5,Cat_8,1
1164,3,3,2023-07-26 00:00:00,1,889,Cat_5,Cat_7,2
1165,1,9,2021-12-20 00:00:00,0,7927,Cat_4,Cat_1,2
1166,6,8,2025-03-14 00:00:00,1,8399,Cat_4,Cat_9,2
1167,1,10,2022-01-20 00:00:00,0,9528,Cat_8,Cat_4,1
1168,4,3,2025-04-24 00:00:00,1,1132,Cat_9,Cat_2,1
1169,1,5,2023-03-25 00:00:00,0,9831,Cat_9,Cat_6,2
1170,8,2,2024-10-24 00:00:00,1,8299,Cat_9,Cat_5,2
1171,6,3,2022-10-06 00:00:00,0,7302,Cat_6,Cat_7,2
1172,5,2,2025-02-08 00:00:00,1,5294,Cat_5,Cat_10,2
1173,5,6,2023-08-01 00:00:00,1,7925,Cat_7,Cat_9,2
1174,6,3,2021-04-28 00:00:00,1,6011,Cat_7,Cat_5,1
1175,6,7,2024-10-14 00:00:00,1,9202,Cat_10,Cat_1,1
1176,9,9,2023-08-10 00:00:00,0,5755,Cat_4,Cat_1,1
1177,8,8,2023-12-06 00:00:00,1,5292,Cat_3,Cat_5,1
1178,9,9,2021-01-23 00:00:00,1,1926,Cat_4,Cat_6,3
1179,6,2,2025-11-05 00:00:00,0,9967,Cat_4,Cat_8,3
1180,4,1,2024-11-15 00:00:00,1,2172,Cat_6,Cat_1,1
1181,7,9,2025-09-11 00:00:00,1,5993,Cat_2,Cat_2,2
1182,10,10,2025-08-04 00:00:00,1,672,Cat_6,Cat_10,2
1183,9,5,2025-05-27 00:00:00,1,5177,Cat_5,Cat_10,1
1184,1,6,2025-05-28 00:00:00,0,560,Cat_10,Cat_2,2
1185,4,7,2023-12-26 00:00:00,1,4543,Cat_10,Cat_8,3
1186,3,3,2022-04-01 00:00:00,1,5929,Cat_5,Cat_2,2
1187,1,6,2023-12-13 00:00:00,1,1838,Cat_6,Cat_2,3
1188,8,3,2024-12-06 00:00:00,1,718,Cat_7,Cat_2,2
1189,2,8,2025-01-04 00:00:00,0,1625,Cat_5,Cat_3,2
1190,5,8,2022-06-18 00:00:00,0,6782,Cat_9,Cat_2,1
1191,9,2,2024-12-19 00:00:00,0,8019,Cat_2,Cat_10,3
1192,5,8,2025-01-14 00:00:00,0,2742,Cat_5,Cat_10,2
1193,2,4,2022-10-06 00:00:00,1,2986,Cat_5,Cat_2,1
1194,8,4,2021-05-25 00:00:00,1,2499,Cat_10,Cat_8,3
1195,8,2,2023-08-22 00:00:00,1,7638,Cat_1,Cat_3,1
1196,1,2,2023-02-22 00:00:00,0,1611,Cat_4,Cat_2,2
1197,3,4,2024-08-14 00:00:00,1,1070,Cat_4,Cat_9,3
1198,4,3,2024-04-01 00:00:00,1,5618,Cat_1,Cat_6,1
1199,1,2,2024-12-13 00:00:00,1,6719,Cat_9,Cat_8,3
1200,10,8,2022-09-20 00:00:00,0,4514,Cat_1,Cat_2,1
1201,5,4,2023-12-06 00:00:00,1,2055,Cat_2,Cat_2,3
1202,9,4,2024-12-29 00:00:00,1,1891,Cat_1,Cat_3,3
1203,5,10,2025-02-28 00:00:00,1,6315,Cat_3,Cat_9,2
1204,8,7,2022-12-10 00:00:00,1,9297,Cat_1,Cat_8,3
1205,1,7,2022-07-17 00:00:00,1,2988,Cat_5,Cat_1,1
1206,4,6,2023-03-11 00:00:00,1,580,Cat_4,Cat_8,2
1207,7,6,2023-04-01 00:00:00,1,9185,Cat_10,Cat_4,3
1208,2,3,2022-04-25 00:00:00,0,5510,Cat_6,Cat_10,2
1209,3,3,2022-03-18 00:00:00,1,2830,Cat_8,Cat_7,2
1210,8,8,2025-10-27 00:00:00,0,6000,Cat_5,Cat_4,1
1211,9,8,2025-12-31 00:00:00,1,927,Cat_7,Cat_8,2
1212,8,4,2021-12-07 00:00:00,1,644,Cat_7,Cat_9,1
1213,6,6,2021-12-19 00:00:00,1,6616,Cat_7,Cat_8,3
1214,2,4,2023-06-08 00:00:00,1,5496,Cat_6,Cat_7,1
1215,7,4,2021-04-09 00:00:00,0,1932,Cat_9,Cat_3,3
1216,8,6,2025-09-12 00:00:00,1,4011,Cat_9,Cat_5,2
1217,7,3,2024-02-05 00:00:00,0,3785,Cat_2,Cat_9,1
1218,1,3,2023-03-09 00:00:00,1,3374,Cat_1,Cat_8,1
1219,1,6,2025-09-19 00:00:00,1,8755,Cat_10,Cat_2,3
1220,10,3,2022-05-12 00:00:00,1,4183,Cat_5,Cat_6,3
1221,7,2,2023-03-05 00:00:00,1,4145,Cat_2,Cat_6,1
1222,1,5,2022-01-21 00:00:00,0,8817,Cat_5,Cat_2,3
1223,1,7,2025-06-27 00:00:00,1,9607,Cat_7,Cat_8,3
1224,2,7,2022-01-20 00:00:00,1,7498,Cat_8,Cat_5,2
1225,9,4,2024-09-18 00:00:00,1,7432,Cat_9,Cat_9,3
1226,7,2,2022-11-18 00:00:00,1,2530,Cat_8,Cat_9,3
1227,5,3,2022-06-17 00:00:00,0,3140,Cat_1,Cat_7,1
1228,4,4,2021-07-19 00:00:00,0,8105,Cat_9,Cat_6,1
1229,6,5,2022-04-03 00:00:00,1,9621,Cat_9,Cat_7,3
1230,1,6,2022-01-19 00:00:00,1,6345,Cat_3,Cat_7,3
1231,7,5,2021-10-02 00:00:00,1,1440,Cat_2,Cat_2,2
1232,4,7,2025-11-02 00:00:00,1,5036,Cat_2,Cat_4,1
1233,10,2,2024-04-16 00:00:00,1,6698,Cat_7,Cat_9,3
1234,4,3,2022-10-10 00:00:00,0,3206,Cat_1,Cat_8,3
1235,7,4,2024-07-19 00:00:00,1,5039,Cat_1,Cat_4,1
1236,6,2,2024-02-07 00:00:00,1,473,Cat_10,Cat_3,3
1237,5,5,2025-12-12 00:00:00,0,3020,Cat_3,Cat_10,3
1238,7,10,2023-04-20 00:00:00,1,4724,Cat_7,Cat_6,2
1239,6,8,2023-11-29 00:00:00,1,1302,Cat_10,Cat_3,2
1240,10,10,2025-08-21 00:00:00,0,3412,Cat_4,Cat_1,1
1241,2,3,2024-05-28 00:00:00,1,6673,Cat_8,Cat_9,1
1242,1,4,2025-05-23 00:00:00,1,8002,Cat_4,Cat_7,2
1243,5,10,2023-03-10 00:00:00,0,6522,Cat_6,Cat_6,1
1244,1,3,2024-05-07 00:00:00,0,4427,Cat_4,Cat_10,3
1245,4,3,2022-02-01 00:00:00,1,6113,Cat_6,Cat_6,1
1246,1,6,2025-07-14 00:00:00,1,5886,Cat_2,Cat_1,2
1247,10,8,2023-10-16 00:00:00,0,6314,Cat_10,Cat_10,3
1248,2,6,2024-05-31 00:00:00,0,781,Cat_9,Cat_1,3
1249,10,4,2021-03-06 00:00:00,1,9919,Cat_10,Cat_10,3
1250,8,9,2022-10-28 00:00:00,1,8048,Cat_5,Cat_9,3
1251,7,4,2025-10-10 00:00:00,0,3782,Cat_10,Cat_8,2
1252,8,3,2022-12-14 00:00:00,1,7072,Cat_1,Cat_8,1
1253,7,8,2023-08-09 00:00:00,1,6293,Cat_3,Cat_4,1
1254,4,6,2022-04-28 00:00:00,1,7601,Cat_10,Cat_10,2
1255,1,7,2021-12-29 00:00:00,1,987,Cat_4,Cat_2,1
1256,5,6,2021-02-18 00:00:00,0,7197,Cat_1,Cat_5,1
1257,1,2,2022-04-17 00:00:00,1,9991,Cat_4,Cat_7,2
1258,10,9,2021-10-09 00:00:00,1,4009,Cat_8,Cat_4,3
1259,6,9,2024-10-04 00:00:00,1,2560,Cat_8,Cat_3,3
1260,3,9,2023-06-01 00:00:00,1,9638,Cat_8,Cat_3,2
1261,9,7,2025-08-23 00:00:00,1,1853,Cat_8,Cat_4,1
1262,2,8,2021-03-17 00:00:00,0,8556,Cat_7,Cat_10,2
1263,4,7,2024-05-11 00:00:00,0,5973,Cat_3,Cat_7,1
1264,9,10,2021-10-01 00:00:00,0,6667,Cat_3,Cat_5,3
1265,9,6,2023-03-06 00:00:00,0,1312,Cat_9,Cat_3,1
1266,8,4,2022-01-25 00:00:00,1,5567,Cat_1,Cat_8,1
1267,2,5,2025-04-06 00:00:00,1,5403,Cat_5,Cat_2,3
1268,2,7,2024-01-19 00:00:00,0,929,Cat_10,Cat_1,1
1269,7,6,2025-02-22 00:00:00,1,7051,Cat_9,Cat_1,1
1270,7,10,2024-07-24 00:00:00,0,7397,Cat_9,Cat_1,1
1271,6,4,2025-09-20 00:00:00,0,238,Cat_8,Cat_10,2
1272,8,6,2021-11-03 00:00:00,1,9904,Cat_6,Cat_5,3
1273,4,10,2025-06-19 00:00:00,1,1068,Cat_1,Cat_7,1
1274,7,1,2023-05-15 00:00:00,1,8647,Cat_4,Cat_9,2
1275,10,9,2023-09-16 00:00:00,1,4756,Cat_1,Cat_5,1
1276,4,6,2022-02-05 00:00:00,1,3058,Cat_1,Cat_4,3
1277,9,10,2024-06-18 00:00:00,0,4596,Cat_4,Cat_7,1
1278,1,1,2022-11-22 00:00:00,1,7460,Cat_9,Cat_6,3
1279,1,3,2025-03-12 00:00:00,1,2627,Cat_7,Cat_9,1
1280,1,10,2021-12-29 00:00:00,1,7151,Cat_5,Cat_2,2
1281,6,10,2021-08-27 00:00:00,1,5264,Cat_5,Cat_5,3
1282,4,5,2023-04-26 00:00:00,0,7756,Cat_10,Cat_4,2
1283,4,5,2025-07-19 00:00:00,1,9960,Cat_1,Cat_10,2
1284,4,7,2022-12-24 00:00:00,0,589,Cat_7,Cat_7,3
1285,2,8,2025-04-10 00:00:00,1,9294,Cat_4,Cat_2,1
1286,5,2,2023-12-18 00:00:00,1,3606,Cat_10,Cat_4,3
1287,3,5,2023-10-31 00:00:00,1,8258,Cat_10,Cat_6,3
1288,9,1,2021-08-09 00:00:00,0,1703,Cat_3,Cat_7,3
1289,2,7,2024-02-24 00:00:00,1,4345,Cat_2,Cat_8,1
1290,6,7,2021-07-07 00:00:00,1,8939,Cat_4,Cat_9,2
1291,4,10,2021-01-27 00:00:00,1,7796,Cat_8,Cat_3,3
1292,5,10,2023-11-21 00:00:00,1,500,Cat_6,Cat_1,2
1293,3,3,2025-10-09 00:00:00,1,4033,Cat_6,Cat_3,2
1294,9,8,2025-04-02 00:00:00,1,7533,Cat_7,Cat_7,2
1295,8,5,2024-08-28 00:00:00,0,8384,Cat_4,Cat_7,2
1296,10,9,2022-01-28 00:00:00,1,7824,Cat_8,Cat_8,1
1297,10,1,2024-06-15 00:00:00,0,7303,Cat_10,Cat_5,2
1298,2,1,2021-02-03 00:00:00,1,2690,Cat_2,Cat_8,3
1299,3,4,2024-01-20 00:00:00,0,9110,Cat_4,Cat_8,1
1300,8,4,2023-03-09 00:00:00,1,1270,Cat_6,Cat_4,1
1301,1,2,2025-11-22 00:00:00,1,3755,Cat_7,Cat_5,2
1302,2,7,2023-03-11 00:00:00,1,8813,Cat_4,Cat_7,3
1303,6,3,2023-08-24 00:00:00,1,4870,Cat_6,Cat_2,2
1304,2,4,2024-12-11 00:00:00,1,4781,Cat_3,Cat_5,3
1305,8,6,2024-11-18 00:00:00,1,1893,Cat_1,Cat_6,3
1306,5,5,2025-11-09 00:00:00,1,3204,Cat_2,Cat_2,2
1307,1,10,2025-12-03 00:00:00,0,4404,Cat_2,Cat_6,2
1308,8,1,2021-03-30 00:00:00,0,8253,Cat_5,Cat_4,1
1309,5,6,2022-05-23 00:00:00,1,6964,Cat_1,Cat_1,2
1310,2,6,2024-03-09 00:00:00,0,8708,Cat_3,Cat_1,1
1311,9,6,2022-04-15 00:00:00,1,6969,Cat_6,Cat_4,2
1312,8,2,2024-11-28 00:00:00,1,2291,Cat_10,Cat_4,3
1313,1,4,2021-10-23 00:00:00,0,3243,Cat_2,Cat_4,2
1314,4,8,2025-04-10 00:00:00,0,8981,Cat_9,Cat_10,3
1315,5,9,2025-08-24 00:00:00,1,9040,Cat_2,Cat_5,3
1316,10,10,2022-04-04 00:00:00,1,9697,Cat_10,Cat_4,3
1317,8,3,2025-01-11 00:00:00,1,2129,Cat_8,Cat_10,3
1318,3,10,2025-11-09 00:00:00,0,2328,Cat_6,Cat_1,3
1319,9,7,2022-04-01 00:00:00,1,1719,Cat_3,Cat_2,2
1320,7,5,2025-04-12 00:00:00,1,7757,Cat_8,Cat_1,1
1321,1,1,2021-09-15 00:00:00,1,5829,Cat_4,Cat_3,3
1322,9,6,2022-03-22 00:00:00,1,9953,Cat_1,Cat_6,3
1323,10,5,2023-01-26 00:00:00,0,8329,Cat_2,Cat_2,3
1324,4,5,2025-07-14 00:00:00,1,2681,Cat_2,Cat_5,2
1325,10,4,2021-10-25 00:00:00,0,1267,Cat_10,Cat_9,1
1326,8,8,2022-07-08 00:00:00,0,5174,Cat_3,Cat_8,2
1327,4,8,2022-10-16 00:00:00,1,5657,Cat_1,Cat_9,3
1328,4,5,2021-05-15 00:00:00,1,814,Cat_4,Cat_7,2
1329,5,6,2021-10-12 00:00:00,0,1014,Cat_2,Cat_10,3
1330,10,5,2024-04-12 00:00:00,0,8895,Cat_8,Cat_2,1
1331,4,8,2022-08-30 00:00:00,1,3452,Cat_3,Cat_4,1
1332,4,10,2021-12-23 00:00:00,1,2835,Cat_1,Cat_10,3
1333,1,5,2023-08-05 00:00:00,0,2048,Cat_3,Cat_7,2
1334,8,9,2023-05-10 00:00:00,1,8046,Cat_8,Cat_4,3
1335,8,4,2025-08-29 00:00:00,0,1385,Cat_5,Cat_4,1
1336,4,9,2025-01-17 00:00:00,0,1387,Cat_2,Cat_6,3
1337,5,3,2024-09-08 00:00:00,1,9542,Cat_4,Cat_4,2
1338,10,9,2022-11-14 00:00:00,1,4815,Cat_10,Cat_9,3
1339,3,6,2021-01-27 00:00:00,1,6917,Cat_2,Cat_9,3
1340,10,10,2023-03-26 00:00:00,0,5826,Cat_7,Cat_9,1
1341,1,6,2022-06-05 00:00:00,1,9700,Cat_8,Cat_3,3
1342,9,7,2021-10-03 00:00:00,0,6399,Cat_9,Cat_6,1
1343,7,9,2021-10-31 00:00:00,0,1978,Cat_4,Cat_3,3
1344,10,3,2024-08-06 00:00:00,1,590,Cat_4,Cat_3,1
1345,8,10,2023-03-10 00:00:00,1,6858,Cat_7,Cat_3,1
1346,8,3,2024-12-15 00:00:00,1,5311,Cat_3,Cat_9,1
1347,2,6,2023-05-09 00:00:00,1,4829,Cat_2,Cat_7,1
1348,3,7,2025-06-09 00:00:00,0,9804,Cat_10,Cat_3,2
1349,3,3,2022-07-11 00:00:00,1,9134,Cat_8,Cat_6,1
1350,5,6,2022-05-22 00:00:00,1,809,Cat_8,Cat_6,3
1351,9,6,2021-06-16 00:00:00,1,5826,Cat_1,Cat_1,1
1352,8,5,2025-08-11 00:00:00,0,9185,Cat_2,Cat_6,1
1353,8,8,2025-11-30 00:00:00,0,6654,Cat_9,Cat_9,2
1354,5,3,2022-09-21 00:00:00,1,8168,Cat_3,Cat_7,3
1355,4,1,2023-12-09 00:00:00,1,1136,Cat_4,Cat_6,2
1356,8,8,2022-11-05 00:00:00,0,150,Cat_10,Cat_1,3
1357,6,9,2023-05-20 00:00:00,1,820,Cat_10,Cat_6,1
1358,8,9,2021-09-24 00:00:00,0,4036,Cat_1,Cat_1,2
1359,10,5,2021-03-30 00:00:00,1,4585,Cat_9,Cat_4,1
1360,8,8,2022-09-15 00:00:00,0,8762,Cat_9,Cat_5,1
1361,1,4,2021-07-29 00:00:00,0,622,Cat_4,Cat_9,1
1362,2,4,2025-12-15 00:00:00,1,4308,Cat_10,Cat_3,1
1363,8,7,2024-03-13 00:00:00,1,6992,Cat_9,Cat_2,2
1364,8,5,2025-01-11 00:00:00,1,550,Cat_8,Cat_9,1
1365,4,4,2022-03-12 00:00:00,1,8698,Cat_5,Cat_4,2
1366,3,8,2023-09-07 00:00:00,0,3364,Cat_4,Cat_3,2
1367,4,10,2024-02-23 00:00:00,1,3786,Cat_8,Cat_9,3
1368,10,6,2025-01-31 00:00:00,0,7249,Cat_3,Cat_4,1
1369,10,7,2021-04-30 00:00:00,0,7492,Cat_6,Cat_3,3
1370,5,9,2022-10-14 00:00:00,1,115,Cat_4,Cat_5,2
1371,10,4,2021-12-27 00:00:00,1,3072,Cat_10,Cat_2,1
1372,8,1,2022-02-27 00:00:00,0,7567,Cat_4,Cat_9,2
1373,9,2,2025-04-24 00:00:00,1,3469,Cat_3,Cat_3,1
1374,4,4,2024-12-03 00:00:00,1,6716,Cat_2,Cat_2,2
1375,7,8,2024-08-18 00:00:00,1,3408,Cat_7,Cat_6,3
1376,2,5,2021-08-06 00:00:00,0,8522,Cat_8,Cat_1,3
1377,8,4,2024-08-24 00:00:00,0,5109,Cat_1,Cat_10,2
1378,4,4,2024-03-26 00:00:00,1,1367,Cat_2,Cat_4,3
1379,1,1,2021-12-24 00:00:00,1,4074,Cat_7,Cat_4,3
1380,1,4,2024-02-13 00:00:00,1,5069,Cat_10,Cat_1,2
1381,4,5,2024-10-12 00:00:00,0,2026,Cat_3,Cat_5,1
1382,3,4,2025-11-24 00:00:00,1,6719,Cat_1,Cat_1,1
1383,10,8,2021-12-19 00:00:00,1,1609,Cat_7,Cat_6,2
1384,9,4,2023-10-09 00:00:00,1,9098,Cat_5,Cat_8,1
1385,8,7,2021-12-29 00:00:00,1,5605,Cat_8,Cat_8,1
1386,3,1,2021-02-04 00:00:00,1,9521,Cat_4,Cat_5,1
1387,7,4,2021-01-09 00:00:00,1,2109,Cat_8,Cat_4,2
1388,6,7,2023-11-04 00:00:00,1,7712,Cat_5,Cat_3,1
1389,7,3,2021-12-22 00:00:00,1,9170,Cat_10,Cat_6,1
1390,9,6,2021-05-30 00:00:00,0,3863,Cat_6,Cat_2,1
1391,7,1,2025-01-04 00:00:00,0,5027,Cat_9,Cat_6,3
1392,3,3,2022-12-17 00:00:00,1,4121,Cat_10,Cat_10,3
1393,1,1,2023-03-23 00:00:00,0,199,Cat_8,Cat_3,1
1394,8,4,2024-07-12 00:00:00,1,1023,Cat_7,Cat_4,1
1395,9,5,2021-07-06 00:00:00,1,8556,Cat_6,Cat_2,3
1396,9,10,2021-10-16 00:00:00,1,6669,Cat_2,Cat_8,2
1397,1,3,2022-05-04 00:00:00,1,6785,Cat_7,Cat_6,1
1398,4,5,2025-06-03 00:00:00,1,7282,Cat_8,Cat_5,3
1399,3,9,2025-07-15 00:00:00,1,8503,Cat_9,Cat_3,1
1400,8,7,2025-01-10 00:00:00,1,3988,Cat_6,Cat_9,1
1401,8,5,2025-05-27 00:00:00,0,5993,Cat_2,Cat_3,3
1402,1,3,2023-10-26 00:00:00,1,8544,Cat_9,Cat_1,3
1403,2,7,2024-07-29 00:00:00,1,6536,Cat_8,Cat_1,3
1404,2,10,2024-12-01 00:00:00,1,953,Cat_2,Cat_10,1
1405,6,10,2021-12-02 00:00:00,1,1240,Cat_8,Cat_1,2
1406,6,6,2021-08-20 00:00:00,0,2982,Cat_1,Cat_3,1
1407,3,6,2025-03-14 00:00:00,1,929,Cat_5,Cat_7,1
1408,5,10,2025-04-04 00:00:00,1,1736,Cat_6,Cat_1,3
1409,2,3,2023-02-04 00:00:00,1,4966,Cat_10,Cat_10,1
1410,3,9,2023-10-26 00:00:00,1,2895,Cat_3,Cat_1,3
1411,3,2,2024-10-21 00:00:00,1,9960,Cat_3,Cat_6,2
1412,6,8,2024-12-18 00:00:00,1,9885,Cat_5,Cat_5,1
1413,9,1,2024-08-01 00:00:00,1,9322,Cat_3,Cat_7,1
1414,4,10,2022-06-06 00:00:00,0,1135,Cat_4,Cat_9,2
1415,7,1,2022-06-30 00:00:00,0,2471,Cat_2,Cat_3,1
1416,5,8,2025-04-05 00:00:00,0,6983,Cat_3,Cat_2,3
1417,8,2,2022-10-07 00:00:00,1,7518,Cat_1,Cat_3,1
1418,7,5,2022-02-27 00:00:00,0,9732,Cat_10,Cat_9,2
1419,2,6,2023-09-05 00:00:00,0,5236,Cat_5,Cat_10,1
1420,4,6,2023-07-29 00:00:00,1,1724,Cat_3,Cat_10,1
1421,3,6,2022-12-02 00:00:00,0,138,Cat_9,Cat_9,2
1422,2,8,2023-09-19 00:00:00,0,953,Cat_4,Cat_4,3
1423,3,1,2025-04-10 00:00:00,1,6657,Cat_1,Cat_7,3
1424,2,9,2025-05-27 00:00:00,1,756,Cat_1,Cat_7,3
1425,4,2,2024-02-07 00:00:00,1,2418,Cat_1,Cat_9,3
1426,5,8,2023-02-04 00:00:00,0,5574,Cat_5,Cat_1,1
1427,8,6,2021-02-12 00:00:00,1,4336,Cat_8,Cat_6,2
1428,7,9,2023-12-14 00:00:00,1,5541,Cat_1,Cat_10,3
1429,2,10,2025-04-13 00:00:00,1,8043,Cat_5,Cat_9,3
1430,4,5,2022-02-26 00:00:00,1,8942,Cat_6,Cat_3,2
1431,6,2,2024-04-18 00:00:00,1,6530,Cat_7,Cat_8,1
1432,3,2,2024-06-28 00:00:00,1,9593,Cat_5,Cat_5,3
1433,3,3,2021-03-21 00:00:00,1,1200,Cat_3,Cat_2,2
1434,2,10,2022-07-26 00:00:00,1,5694,Cat_10,Cat_2,3
1435,1,3,2021-06-11 00:00:00,1,6601,Cat_3,Cat_7,3
1436,3,5,2023-07-06 00:00:00,1,6018,Cat_6,Cat_7,2
1437,4,1,2021-07-12 00:00:00,1,3926,Cat_4,Cat_6,1
1438,9,3,2022-10-23 00:00:00,1,3604,Cat_6,Cat_8,3
1439,1,4,2023-05-11 00:00:00,0,6784,Cat_3,Cat_6,2
1440,1,5,2024-08-30 00:00:00,1,6878,Cat_1,Cat_4,1
1441,10,8,2024-12-25 00:00:00,1,6282,Cat_5,Cat_7,3
1442,7,1,2022-06-15 00:00:00,1,2654,Cat_10,Cat_6,1
1443,6,3,2022-09-10 00:00:00,1,5322,Cat_3,Cat_10,2
1444,6,1,2021-12-05 00:00:00,0,8386,Cat_5,Cat_5,3
1445,8,7,2022-10-06 00:00:00,1,5511,Cat_1,Cat_2,2
1446,5,2,2022-03-02 00:00:00,0,8779,Cat_6,Cat_7,3
1447,6,8,2022-03-04 00:00:00,0,2543,Cat_7,Cat_9,3
1448,2,5,2025-01-05 00:00:00,1,357,Cat_1,Cat_7,3
1449,3,4,2024-10-22 00:00:00,1,4697,Cat_7,Cat_2,3
1450,1,3,2025-08-11 00:00:00,1,7001,Cat_9,Cat_6,1
1451,9,10,2022-11-17 00:00:00,1,7231,Cat_3,Cat_10,1
1452,5,3,2023-04-30 00:00:00,1,3853,Cat_8,Cat_10,2
1453,7,9,2025-04-16 00:00:00,1,1275,Cat_9,Cat_4,3
1454,10,6,2025-12-31 00:00:00,1,4534,Cat_7,Cat_5,3
1455,1,3,2025-11-06 00:00:00,0,1524,Cat_6,Cat_4,2
1456,5,1,2023-09-26 00:00:00,1,1375,Cat_1,Cat_6,1
1457,2,10,2021-03-13 00:00:00,1,1634,Cat_9,Cat_7,3
1458,5,5,2024-06-10 00:00:00,1,8552,Cat_9,Cat_10,2
