ID,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07
2656,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,6,1,0,0,13,10,0,0,30,0,0,0,0,0,0
2657,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,108,19,19,22,61,17,45,58,32,64,10,0,0,0,0
2658,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,10,4,9,5,6,1,0,4,2,2,0,10,0,0
2659,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,65,25,33,31,44,47,13,12,91,14,39,5,26,,
2660,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,13,6,3,11,3,8,12,2,0,23,18,10,8,25,0
2661,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1,6,2,8,0,0,0,,,,,,,,
2662,,,,,,0,0,37,27,0,0,0,0,,,,,,35,81,52,25,4,6,21,26,17,31,58,11,26,50,20,47,46,12,14,28,7,9,17,23,0
2663,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,4,0,0,,,,,,,,,
2664,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2665,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,18,38,36,35,40,33,47,37,27,48,18,34,41,101,6
2666,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,32,0,30,9,12,8,6,15,10,7,23,12,10,6,1
2667,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3,30,16,2,24,75,7,27,22,10,34,10,57,102,0
2668,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,122,112,101,86,23,43,21,42,104,16,81,122,55,131,4
2669,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,18,2,6,1,8,1,0,0,1,0,1,0,0,0
2670,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,79,142,28,51,45,71,154,31,19,49,87,57,30,38,2
2671,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,3,11,1,0,0,3,0,2,4,7,2,2,1,0
2672,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,45,8,0,24,30,0,0,,,,,,,,
2673,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,24,5,20,24,10,4,5,5,16,13,17,6,22,39,1
2674,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,18,7,0,0,0,5,0,0,11,0,0,0,0,0
2675,,,,,,51,8,153,0,185,0,0,0,2,2,2,0,1,0,7,0,13,6,5,0,6,3,3,0,5,22,31,0,12,5,0,8,21,2,1,0,0,0
2676,0,0,0,0,5,3,5,5,14,18,38,2,21,7,5,0,12,1,2,0,2,6,32,1,6,2,0,3,21,13,7,2,9,57,0,0,0,0,,,,,
2677,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,0,18,0,0,0,0,0,,,,,,,
2678,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,2,2,0,0,0,1,4,0,6,0,0
2679,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,0,0,0,0,0,0,1,0,0,,,,,
2680,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,36,0,8,0,29,0,6,0,4,0,18,0,0,0
2681,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,0,0,0,14,2,2,0,0,9,0,15,,,
2682,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,0,0,12,0,0,0,0,3,0,0,0,0,0
2683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,74,19,2,4,1,0,24,14,23,15,2,0,0,0
2684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,40,0,0,0,2,0,5,0,0,0,14,0,0
2685,1,0,16,0,5,9,0,0,0,0,0,4,1,0,0,0,,,,,,,,,,,,0,40,9,1,19,9,24,25,18,39,23,32,21,16,33,5
2686,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,103,24,28,8,0,32,13,6,9,3,3,18,1,4,2
2687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,4,0,3,2,0,3,22,17,3,1,1,3
2688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,40,42,18,8,9,5,9,21,6,6,3,10,6,0
2689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2690,,,,,,25,3,4,1,2,4,5,55,13,23,1,39,6,6,0,4,6,2,0,0,15,0,2,7,4,0,2,3,8,5,12,2,2,23,12,0,10,0
2691,,,,,,,,,,,,,21,31,15,10,20,13,9,17,46,18,8,6,7,14,16,82,199,81,71,109,74,79,8,63,85,112,72,83,39,97,5
2692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,34,11,0,9,19,3,2,1,37,0,0,3,0,0
2693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,25,31,19,15,75,17,8,3,16,14,21,94,51,15
2694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,12,0,0,15,20,6,0,0,,,,,
2695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,1,8,1,0,1,0,2,4,10,0,2,4,0,0
2696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,8,4,2,0,0,0,0,0,2,0,0,5,,
2697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,4,1,5,0,7,2,0,6,0,23,19,15,0
2699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,11,14,1,0,0,0,0,,,,,,,
2700,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,115,84,40,4
2701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3,0,5,0,1,0,2,9,1,0,8,0,2,0
2702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,0,7,0,0,0,0,0,,,,,,,
2703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2,5,5,6,5,5,5,7,10,5,5,5,5,5
2704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,46,23,31,22,15,11,0,4,1,0,0,0,0,0
2705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,37,3,0,0,0,0,,,,
2706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,38,18,16,20,22,7,20,34,22,14,9,2,3,3
2707,,,,,,0,43,21,22,50,161,100,36,45,34,11,10,80,31,64,,,,,,,,,39,120,44,47,41,12,0,24,32,42,16,11,15,12,2
2708,,,,,,,0,119,164,65,50,66,9,5,10,21,4,6,21,31,7,3,11,13,6,9,11,18,16,11,11,25,18,2,16,2,32,8,4,6,16,12,0
2709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,14,26,54,29,18,40,23,10,22,4,3,2,9,7
2710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,11,5,7,0,0,0,0,0,0,0,0,0,0
2711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,18,6,8,2,4,0,3,2,0,0,5,1,0,0
2712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,317,72,20,9,25,10,16,42,2,6,113,233,101,4
2713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,23,22,24,37,15,7,19,18,,,,,,
2714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,13,13,9,1,11,12,1,3,3,1,8,13,4,0
2715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,27,5,6,7,11,4,3,18,19,7,4,,,
2716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,28,19,4,11,54,30,9,63,2,26,7,5,5,3
2717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,28,3,3,13,20,12,4,5,9,0,1,0,0,0
2718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,52,45,25,162,87,9,27,81,174,24,84,204,27
2719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,2,12,5,1,20,12,12,3,6,3,1,9,1
2720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32,3,0,15,0,0,0,0,0,,,,,
2721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,197,51,29,68,41,0,0,2,0,117,19,24,32,0
2722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,60,50,71,24,34,47,17,0,,,,,,
2723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,47,33,16,5,0,5,8,4,,,,0,,
2724,6,0,4,12,8,2,20,10,29,22,,,,,,,,,,,,,,,,,,,3,14,20,6,8,4,7,7,23,52,20,13,82,37,0
2725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,898,442,24,19,10,18,6,3,17,9,2,,,
2726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,6,9,128,18,4,10,0,0,18,0,0,,,
2727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,37,35,11,0,12,3,7,4,10,8,46,22,2,0
2728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,323,137,99,113,88,73,83,48,212,192,80,83,39,13
2729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,19,4,23,8,13,5,0,12,0,15,7,0,15,6
2730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5,1,0,2,1,0,0,0,4,0,0,,,
2731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,71,33,123,28,28,28,29,83,38,32,90,53,27,0
2732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,10,2,2,1,1,16,1,3,4,11,7,0
2733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,44,0,3,11,6,6,2,6,0,2,14,1,4,0
2734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,0,9,0,3,0,22,0,0,1,6,11,0,0
2735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,10,15,14,15,16,13,0,5,10,7,19,18,7
2736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,30,6,35,7,9,1,0,4,1,0,,,
2737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,18,0,13,5,3,2,10,5,2,10,5,0,1,0
2738,,,,,,,,,,,,,,,,3,86,81,15,49,72,15,11,12,0,0,10,9,20,9,41,8,5,34,24,0,0,1,0,10,0,0,0
2739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,0,6,119,315,21,18,14,6,3,31,2,3,0
2740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,31,3,2,15,0,0,0,0,0,0,0,0,0
2741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,264,332,182,214,353,81,129,93,137,100,76,43,26
2742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,8,12,11,4,3,3,4,3,5,6,1,1,0
2743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,21,7,4,0,,,,,,,,,
2744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,117,75,64,29,35,5,29,40,60,57,46,39,6
2745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,31,43,16,4,32,25,9,24,0,21,17,2,0
2746,,,,,,,,,,,,,,,,,0,73,19,32,40,25,16,8,51,14,34,28,18,16,,36,28,19,16,19,6,6,26,7,21,5,0
2747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,11,15,2,6,6,0,1,0,16,0,0,1,4
2748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,16,29,20,19,0,0,17,11,12,28,13,6,0
2749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,0,0,7,2,0,4,0,,,,,
2750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,19,29,0,17,11,21,0,7,13,6,9,3,0
2751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,1,0,0,0,0,0,0,0,0,0,0
2752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,9,29,17,3,12,17,10,21,11,10,14,8,3
2753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,16,22,0,46,0,0,0,2,0,0,0,0,
2754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,14,6,1,56,12,13,36,13,2,3,19,2,3
2755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3,15,7,5,3,3,0,1,0,0,0,,
2756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,12,29,0,8,0,32,119,41,21,5,18,2,0
2757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,4,15,3,0,0,0,26,0,0,0,0,0
2758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,28,6,20,4,10,4,11,5,6,18,15,12,0
2759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,8,4,2,8,8,5,6,1,6,2,2,2
2760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,34,28,18,9,7,5,7,4,7,0,,,,
2761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,43,6,15,14,26,7,6,11,0,9,16,0,0
2762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,23,14,5,47,14,4,15,25,16,25,21,24,2
2763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,9,3,0,0,1,0,0,,,,,
2764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,34,6,12,15,3,6,11,2,4,1,8,1,1
2765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,6,40,0,0,0,0,0,14,0,0,0,0,0
2766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,4,35,1,1,0,0,0,4,0,0,0,0
2767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,31,0,6,0,9,0,5,28,4,0,4,34,3
2768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,25,26,5,0,0,17,2,0,0,0,0,0,0
2769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,1,21,25,0,7,3,3,0,0,0,0,0,0
2770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,7,3,2,1,1,0,1,0,1,0,0,0
2771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,3,0,6,1,2,2,2,2,0,2,0
2772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,6,14,4,0,6,0,0,0,0,0,3,0
2773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,72,39,18,3,27,84,52,5,8,7,0,,
2774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,27,12,16,18,15,4,2,1,5,5,50,11,0
2775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,5,0,0,0,0,0,0,0,,,,
2776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3,12,0,0,3,0,2,5,6,4,8,1,0
2777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,88,37,26,43,21,1,6,5,13,36,6,0
2778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,8,9,5,0,12,6,2,4,14,21,6,12,0
2779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,2,9,5,0,0,0,0,0,0,2,0
2780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,5,8,1,8,5,0,0,0,3,,,,
2781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,96,12,15,28,0,26,4,9,61,21,13,12,0
2782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,4,3,0,0,0,0,,,,,,
2783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,52,36,60,3,4,0,19,0,0,7,0,28,0
2784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,0,11,43,29,15,12,0,18,0,5,0,0
2785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,4,7,7,0,,,,,,,
2786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,9,0,11,6,1,3,30,2,3,20,1,0
2787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,9,13,5,1,3,0,2,3,0,,,,
2788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,21,16,21,18,22,17,28,21,13,23,13,0
2789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,1,0,0,0,0,0,0,,,
2790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,39,2,7,1,3,2,0,7,0,0,,,
2791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,1,4,5,0,0,0,0,0,1,2,0,
2792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,55,4,16,5,13,4,15,0,0,1,0,0,
2793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,62,78,36,19,28,13,28,19,39,32,27,50,7
2794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,2,2,10,0,0,7,12,0,18,4,0
2795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,4,1,0,0,0,0,0,0,5,0,3
2796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,32,13,2,20,49,15,8,,,,,,
2797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,9,6,15,16,5,3,0,1,18,32,22,2
2798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,56,53,32,30,8,0,0,0,0,,,,
2799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,
2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,1,11,12,1,0,2,0,0,14,7,,
2801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,57,70,93,57,20,42,49,42,64,12,34,26
2802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,22,17,13,55,45,12,4,6,15,20,16,3
2803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,11,11,9,5,0,14,13,14,4,20,0
2804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,9,0,4,1,0,0,0,6,1,0,2,0
2805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,0,0,0,0,0,1,0,0,0,0
2806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,9,0,4,0,0,0,0,0,,,,
2807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,1,2,28,6,0,0,12,2,0,2,9,0
2808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,17,45,43,53,7,43,41,8,3,12,0,0
2809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,6,36,28,56,14,2,17,82,97,26,20,23
2810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,7,0,1,5,0,4,0,0,,,,
2811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,53,28,33,20,0,54,45,9,47,42,50,0
2812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,18,0,0,9,3,0,6,0,1,2,3,8
2813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,24,5,34,11,4,2,2,6,0,6,1,0
2814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,4,1,3,7,8,7,0,3,4,11,7,1
2815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,21,21,15,9,9,5,10,6,18,8,3,1
2816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,125,17,1,14,34,7,3,26,34,27,0,0
2817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,12,4,7,1,3,7,8,2,9,5,4,1
2818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,16,3,3,15,6,11,0,4,10,2,0
2819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,8,5,3,0,3,0,0,0,13,0,1,0
2820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,7,17,18,11,0,0,0,0,8,12,81,24
2821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,12,17,11,10,10,7,0,0,10,1,2,0
2822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,18,0,18,20,7,9,1,3,3,0,0,2
2823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,28,21,17,0,0,0,,,,,,
2824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0,3,2,0,12,0,0,0,0,0,0
2825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,11,17,8,9,0,0,0,0,5,3,2
2826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,19,1,2,15,0,7,2,7,1,4,6,0
2827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,126,11,0,23,5,10,7,19,26,26,23,0
2828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0,13,9,15,7,0,1,6,37,96,8,3
2829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,15,27,23,14,19,12,17,22,5,6,5,2
2830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,60,84,32,40,108,63,18,81,71,153,51,12
2831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,0,0,0,1,0,0,0,10,1,0
2832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,44,29,35,4,12,6,56,15,24,25,29,2
2833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,49,37,41,32,5,22,32,20,51,40,27,2
2834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,15,49,5,0,21,7,6,8,1,0,0
2835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,6,0,32,29,12,16,17,22,8,9,10,3
2836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,0,9,0,0,0,0,0,0,0
2837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,0,10,6,3,0,0,1,0,1,0
2838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,75,157,284,219,58,41,19,,,,,
2839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,3,8,6,0,0,6,0
2840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,21,58,35,19,8,21,19,21,12,13,14,13
2841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,9,0,1,67,13,12,18,8,51,1
2842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,4,12,30,2,1,9,0,6,16,9,0
2843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,35,2,0,0,0,0,2,0,0,0,0,0
2844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,162,966,40,196,50,12,44,48,18,18,0
2845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,34,9,12,18,12,25,11,18,13,11,12,4
2846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,5,4,3,3,15,2,3,0,0,,
2847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,13,0,19,0,0,0,0,0,5,0,0,0
2848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,19,0,5,0,0,0,,,,
2849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,12,7,22,0,4,0,4,0,16,0,0
2850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,3,20,0,4,10,17,26,1,31,26,0
2851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,5,2,4,2,0,0,0,0,0,0
2852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,64,92,142,58,72,6,30,20,44,45,0
2853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,11,7,2,1,8,15,0,2,0,0
2854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,13,9,9,15,1,0,9,8,3,21,1
2855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,16,0,0,0,0,0,8,2,0,0,0
2856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,275,703,486,418,382,642,518,447,792,500,502,160
2857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,1,5,9,4,5,4,4,16,47,6,0
2858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,14,10,12,2,1,7,1,6,17,4,0
2859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,89,40,31,4,50,4,,,,,
2860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,1,1,0,2,1,0,1,0,0,0
2861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,0,2,0,0,3,4,1,2,5,0
2862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,0,0,0,0,,,,,,,
2863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,3,0,11,3,7,4,1,6,0,8,0
2864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,20,0,0,0,,,,,,,
2865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,7,5,0,10,0,0,4,0,8,0
2866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,23,18,3,4,6,19,11,2,26,0,0
2867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,13,2,2,0,2,7,12,9,22,0
2868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,25,18,0,0,4,1,3,3,1,4,0
2869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,12,7,15,6,27,6,23,17,17,17,0
2870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,18,5,4,10,4,8,1,0,3,0
2871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,78,108,7,27,11,4,5,16,36,29,0
2872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,58,26,116,12,37,17,9,43,18,3,0
2873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,16,0,0,0,0,0,5,3,0
2874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,4,4,15,0,0,7,2,2,0
2875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,6,0,0,18,0,0,0,0,0,0
2876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,7,4,8,0,2,11,5,11,0,1,3
2877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2,0,0,2,4,0,0,,,
2878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,6,63,24,18,11,26,7,6,0,0,0
2879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,5,4,3,3,28,16,0,3,0,2,0
2880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,12,29,16,14,62,59,0,0,,,
2881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,15,2,2,0,1,1,1,1,0,0
2882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,1,0,0,18,117,28,3,2,34,0
2883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,0,0,0,0,0,9,1,4,0,0
2884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,41,2,27,34,45,23,85,28,2,30,3
2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,21,17,60,40,10,6,10,20,1,3,2
